,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_max_drawdown,benchmark_annualized_return,benchmark_annualized_volatility,benchmark_sharpe_ratio,benchmark_sortino_ratio,benchmark_max_drawdown,rsi_window,stock_combination
454,0.07896030148041344,0.18554977763140415,0.31776002231346495,0.31927858803459247,0.29958765159854167,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'TSLA', 'GOOGL', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
460,0.07866550947217776,0.1856651514173529,0.3159748020796038,0.31762758855744805,0.3004538904125849,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'TSLA', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
118,0.07525015269193713,0.18074024165623456,0.305688164327135,0.30551144159555377,0.34981557006738767,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'AVGO', 'TSLA', 'META', 'MSFT', 'AAPL', 'NVDA')"
682,0.07505698798618865,0.18634621998504247,0.29545535182097027,0.29642919300991466,0.2795578591473733,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('TSLA', 'META', 'GOOGL', 'GOOG', 'AMZN', 'MSFT', 'NVDA')"
40,0.0769033785314921,0.19326426837288185,0.29443300104343845,0.29612401372394515,0.3522612819574091,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'AVGO', 'TSLA', 'META', 'GOOGL', 'AMZN', 'NVDA')"
712,0.07416453219890196,0.18484883398391666,0.29302068631720285,0.2927513360667696,0.22535576860274809,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('TSLA', 'GOOGL', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
76,0.07660519546900435,0.19336071879831643,0.2927440269191697,0.2941965637832386,0.3531617349821024,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'AVGO', 'TSLA', 'META', 'GOOG', 'AMZN', 'NVDA')"
172,0.07602007255409782,0.19298876419828498,0.2902763421840474,0.29104280803647653,0.31431988628228863,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'AVGO', 'TSLA', 'GOOGL', 'AMZN', 'AAPL', 'NVDA')"
196,0.07572041929911077,0.1931086975411041,0.28854432766939675,0.28909266443670184,0.315200797706314,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'AVGO', 'TSLA', 'GOOG', 'AMZN', 'AAPL', 'NVDA')"
562,0.0706615856409556,0.17828360511258518,0.28416289657685045,0.28501121097705695,0.2737487971644445,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('AVGO', 'TSLA', 'META', 'GOOGL', 'MSFT', 'AAPL', 'NVDA')"
